町丁名,世帯数,男,女,date
下落合２丁目,1880,1630,1720,2023-12-01
下落合３丁目,2482,1911,2388,2023-12-01
下落合４丁目,2344,1943,2075,2023-12-01
中落合１丁目,2221,1673,1711,2023-12-01
中落合２丁目,2640,2245,2392,2023-12-01
中落合３丁目,2281,1881,2068,2023-12-01
中落合４丁目,1589,1422,1393,2023-12-01
上落合１丁目,3065,2458,2447,2023-12-01
上落合２丁目,2962,2232,2159,2023-12-01
上落合３丁目,2972,2206,2054,2023-12-01
西落合１丁目,2799,2151,2261,2023-12-01
西落合２丁目,2418,2003,2004,2023-12-01
西落合３丁目,1825,1432,1595,2023-12-01
西落合４丁目,1301,1060,1180,2023-12-01
中井１丁目,1175,878,724,2023-12-01
中井２丁目,1612,1499,1536,2023-12-01
北新宿１丁目,4133,3044,2564,2023-12-01
北新宿２丁目,2997,2529,2227,2023-12-01
北新宿３丁目,3700,2818,2577,2023-12-01
北新宿４丁目,3547,2603,2489,2023-12-01
西新宿１丁目,26,23,20,2023-12-01
西新宿２丁目,1,1,4,2023-12-01
西新宿３丁目,1445,984,899,2023-12-01
西新宿４丁目,4680,3445,3108,2023-12-01
西新宿５丁目,2600,2011,1804,2023-12-01
西新宿６丁目,2136,1685,1448,2023-12-01
西新宿７丁目,1551,1187,854,2023-12-01
西新宿８丁目,2030,1465,1355,2023-12-01
四谷１丁目,266,227,286,2023-11-01
四谷２丁目,251,189,215,2023-11-01
四谷３丁目,264,176,205,2023-11-01
四谷４丁目,2160,1700,1599,2023-11-01
四谷本塩町,327,252,233,2023-11-01
四谷三栄町,1046,902,969,2023-11-01
四谷坂町,1581,1228,1157,2023-11-01
若葉１丁目,1354,1216,1216,2023-11-01
若葉２丁目,450,404,399,2023-11-01
若葉３丁目,583,470,438,2023-11-01
須賀町,771,653,649,2023-11-01
左門町,1033,702,866,2023-11-01
信濃町,527,377,480,2023-11-01
南元町,1330,1099,1299,2023-11-01
荒木町,1634,1192,1180,2023-11-01
舟町,1034,691,759,2023-11-01
愛住町,870,654,661,2023-11-01
大京町,2325,1731,2020,2023-11-01
霞ヶ丘町,0,0,0,2023-11-01
内藤町,655,569,656,2023-11-01
片町,309,224,198,2023-11-01
新宿１丁目,2839,1997,1766,2023-11-01
新宿２丁目,787,596,452,2023-11-01
新宿３丁目,74,66,31,2023-11-01
新宿４丁目,175,134,94,2023-11-01
新宿５丁目,2012,1379,1073,2023-11-01
新宿６丁目,2837,2035,1714,2023-11-01
新宿７丁目,3668,2853,2653,2023-11-01
歌舞伎町１丁目,143,109,49,2023-11-01
歌舞伎町２丁目,1560,1236,525,2023-11-01
市谷田町１丁目,14,8,14,2023-11-01
市谷田町２丁目,322,253,330,2023-11-01
市谷田町３丁目,182,149,164,2023-11-01
市谷本村町,1748,1506,1055,2023-11-01
市谷砂土原町１丁目,99,87,106,2023-11-01
市谷砂土原町２丁目,252,189,243,2023-11-01
市谷砂土原町３丁目,427,412,455,2023-11-01
市谷左内町,255,216,253,2023-11-01
市谷加賀町１丁目,243,297,341,2023-11-01
市谷加賀町２丁目,945,721,977,2023-11-01
市谷甲良町,444,360,429,2023-11-01
市谷船河原町,70,80,81,2023-11-01
市谷長延寺町,68,24,68,2023-11-01
市谷鷹匠町,38,24,34,2023-11-01
市谷山伏町,315,263,296,2023-11-01
市谷八幡町,66,57,63,2023-11-01
神楽坂１丁目,11,12,14,2023-11-01
神楽坂２丁目,117,78,108,2023-11-01
神楽坂３丁目,265,207,183,2023-11-01
神楽坂４丁目,95,83,99,2023-11-01
神楽坂５丁目,353,290,358,2023-11-01
神楽坂６丁目,515,355,419,2023-11-01
細工町,249,209,199,2023-11-01
二十騎町,382,276,343,2023-11-01
揚場町,60,50,54,2023-11-01
津久戸町,59,41,43,2023-11-01
東五軒町,1215,1031,1180,2023-11-01
西五軒町,961,794,844,2023-11-01
赤城元町,245,208,227,2023-11-01
南榎町,668,651,711,2023-11-01
袋町,419,390,392,2023-11-01
払方町,509,447,496,2023-11-01
南町,389,412,433,2023-11-01
北町,517,448,525,2023-11-01
納戸町,575,520,593,2023-11-01
南山伏町,421,332,358,2023-11-01
北山伏町,359,230,307,2023-11-01
白銀町,744,600,757,2023-11-01
下宮比町,182,101,137,2023-11-01
矢来町,2390,2004,2220,2023-11-01
若宮町,504,436,458,2023-11-01
岩戸町,414,271,336,2023-11-01
中町,247,247,235,2023-11-01
箪笥町,437,287,342,2023-11-01
横寺町,589,455,467,2023-11-01
筑土八幡町,587,433,518,2023-11-01
新小川町,2100,1680,1633,2023-11-01
神楽河岸,0,0,0,2023-11-01
市谷薬王寺町,2067,1497,1648,2023-11-01
市谷柳町,925,597,726,2023-11-01
市谷仲之町,1291,1049,1209,2023-11-01
赤城下町,830,647,618,2023-11-01
天神町,660,488,523,2023-11-01
榎町,463,326,324,2023-11-01
東榎町,248,161,168,2023-11-01
早稲田町,764,511,605,2023-11-01
早稲田南町,403,325,355,2023-11-01
馬場下町,297,233,225,2023-11-01
原町１丁目,808,660,719,2023-11-01
原町２丁目,658,589,580,2023-11-01
原町３丁目,1154,876,1014,2023-11-01
喜久井町,1059,892,902,2023-11-01
築地町,310,245,284,2023-11-01
弁天町,1947,1568,1699,2023-11-01
中里町,350,319,356,2023-11-01
山吹町,2507,1751,1906,2023-11-01
改代町,368,292,285,2023-11-01
水道町,698,479,466,2023-11-01
早稲田鶴巻町,3288,2354,2474,2023-11-01
住吉町,1726,1235,1316,2023-11-01
市谷台町,862,656,648,2023-11-01
河田町,1215,1079,1046,2023-11-01
若松町,3171,2440,2771,2023-11-01
余丁町,2436,1861,1963,2023-11-01
戸山１丁目,1383,1114,1174,2023-11-01
戸山２丁目,3126,1831,2885,2023-11-01
戸山３丁目,599,503,534,2023-11-01
富久町,3905,3370,3281,2023-11-01
百人町１丁目,1830,1367,884,2023-11-01
百人町２丁目,2079,1527,1250,2023-11-01
百人町３丁目,2319,2284,2506,2023-11-01
百人町４丁目,1534,967,1330,2023-11-01
大久保１丁目,1823,1290,1009,2023-11-01
大久保２丁目,3752,2801,2430,2023-11-01
大久保３丁目,2126,1994,2089,2023-11-01
戸塚町１丁目,106,77,79,2023-11-01
西早稲田１丁目,3002,2256,2417,2023-11-01
西早稲田２丁目,3200,2559,2428,2023-11-01
西早稲田３丁目,3288,2884,2829,2023-11-01
高田馬場１丁目,2398,1921,1792,2023-11-01
高田馬場２丁目,1083,872,704,2023-11-01
高田馬場３丁目,3325,2523,2230,2023-11-01
高田馬場４丁目,3355,2747,2535,2023-11-01
下落合１丁目,1382,954,964,2023-11-01
下落合２丁目,1880,1629,1715,2023-11-01
下落合３丁目,2481,1913,2398,2023-11-01
下落合４丁目,2338,1942,2084,2023-11-01
中落合１丁目,2201,1656,1693,2023-11-01
中落合２丁目,2648,2252,2405,2023-11-01
中落合３丁目,2275,1875,2062,2023-11-01
中落合４丁目,1593,1422,1399,2023-11-01
上落合１丁目,3060,2455,2430,2023-11-01
上落合２丁目,2966,2228,2166,2023-11-01
上落合３丁目,2992,2221,2071,2023-11-01
西落合１丁目,2803,2147,2265,2023-11-01
西落合２丁目,2426,2010,2008,2023-11-01
西落合３丁目,1828,1434,1592,2023-11-01
西落合４丁目,1312,1065,1181,2023-11-01
中井１丁目,1179,880,724,2023-11-01
中井２丁目,1616,1496,1538,2023-11-01
北新宿１丁目,4160,3047,2584,2023-11-01
北新宿２丁目,3013,2537,2239,2023-11-01
北新宿３丁目,3705,2826,2574,2023-11-01
北新宿４丁目,3576,2619,2508,2023-11-01
西新宿１丁目,26,23,20,2023-11-01
西新宿２丁目,1,1,4,2023-11-01
西新宿３丁目,1469,995,914,2023-11-01
西新宿４丁目,4665,3441,3097,2023-11-01
西新宿５丁目,2595,2012,1780,2023-11-01
西新宿６丁目,2142,1690,1453,2023-11-01
西新宿７丁目,1548,1188,850,2023-11-01
西新宿８丁目,2035,1469,1354,2023-11-01
四谷１丁目,268,229,285,2023-10-01
四谷２丁目,253,192,216,2023-10-01
四谷３丁目,263,176,203,2023-10-01
四谷４丁目,2135,1682,1590,2023-10-01
四谷本塩町,331,253,236,2023-10-01
四谷三栄町,1046,899,971,2023-10-01
四谷坂町,1583,1231,1158,2023-10-01
若葉１丁目,1356,1215,1221,2023-10-01
若葉２丁目,450,402,402,2023-10-01
若葉３丁目,581,471,437,2023-10-01
須賀町,764,647,645,2023-10-01
左門町,1027,700,867,2023-10-01
信濃町,529,378,480,2023-10-01
南元町,1323,1094,1295,2023-10-01
荒木町,1648,1202,1186,2023-10-01
舟町,1019,677,742,2023-10-01
愛住町,870,657,657,2023-10-01
大京町,2329,1720,2023,2023-10-01
霞ヶ丘町,0,0,0,2023-10-01
内藤町,658,568,655,2023-10-01
片町,310,222,197,2023-10-01
新宿１丁目,2850,2006,1764,2023-10-01
新宿２丁目,793,602,454,2023-10-01
新宿３丁目,73,65,31,2023-10-01
新宿４丁目,176,135,94,2023-10-01
新宿５丁目,2019,1379,1079,2023-10-01
新宿６丁目,2822,2037,1696,2023-10-01
新宿７丁目,3670,2858,2671,2023-10-01
歌舞伎町１丁目,139,107,47,2023-10-01
歌舞伎町２丁目,1571,1245,531,2023-10-01
市谷田町１丁目,14,8,14,2023-10-01
市谷田町２丁目,322,251,328,2023-10-01
市谷田町３丁目,186,152,167,2023-10-01
市谷本村町,1758,1513,1059,2023-10-01
市谷砂土原町１丁目,101,91,108,2023-10-01
市谷砂土原町２丁目,253,188,245,2023-10-01
市谷砂土原町３丁目,426,412,450,2023-10-01
市谷左内町,255,219,253,2023-10-01
市谷加賀町１丁目,243,302,342,2023-10-01
市谷加賀町２丁目,944,715,973,2023-10-01
市谷甲良町,447,359,430,2023-10-01
市谷船河原町,71,82,82,2023-10-01
市谷長延寺町,68,25,67,2023-10-01
市谷鷹匠町,38,24,34,2023-10-01
市谷山伏町,315,263,298,2023-10-01
市谷八幡町,67,57,64,2023-10-01
神楽坂１丁目,11,12,14,2023-10-01
神楽坂２丁目,116,77,108,2023-10-01
神楽坂３丁目,263,206,182,2023-10-01
神楽坂４丁目,93,82,98,2023-10-01
神楽坂５丁目,358,295,359,2023-10-01
神楽坂６丁目,504,344,418,2023-10-01
細工町,258,215,204,2023-10-01
二十騎町,383,276,343,2023-10-01
揚場町,61,50,56,2023-10-01
津久戸町,58,42,41,2023-10-01
東五軒町,1224,1038,1181,2023-10-01
西五軒町,965,793,848,2023-10-01
赤城元町,244,208,227,2023-10-01
南榎町,670,651,710,2023-10-01
袋町,416,386,391,2023-10-01
払方町,507,446,496,2023-10-01
南町,390,417,438,2023-10-01
北町,514,446,520,2023-10-01
納戸町,571,521,589,2023-10-01
南山伏町,419,331,355,2023-10-01
北山伏町,358,228,307,2023-10-01
白銀町,747,604,758,2023-10-01
下宮比町,182,101,135,2023-10-01
矢来町,2382,1995,2223,2023-10-01
若宮町,506,437,461,2023-10-01
岩戸町,415,274,336,2023-10-01
中町,247,247,228,2023-10-01
箪笥町,432,282,341,2023-10-01
横寺町,602,461,476,2023-10-01
筑土八幡町,581,426,512,2023-10-01
新小川町,2106,1678,1632,2023-10-01
神楽河岸,0,0,0,2023-10-01
市谷薬王寺町,2064,1492,1654,2023-10-01
市谷柳町,923,597,723,2023-10-01
市谷仲之町,1291,1047,1211,2023-10-01
赤城下町,830,644,618,2023-10-01
天神町,661,487,522,2023-10-01
榎町,461,322,321,2023-10-01
東榎町,248,162,166,2023-10-01
早稲田町,763,510,601,2023-10-01
早稲田南町,408,328,361,2023-10-01
馬場下町,298,230,228,2023-10-01
原町１丁目,811,663,724,2023-10-01
原町２丁目,658,590,580,2023-10-01
原町３丁目,1152,876,1011,2023-10-01
喜久井町,1057,898,899,2023-10-01
築地町,314,244,291,2023-10-01
弁天町,1951,1573,1709,2023-10-01
中里町,350,321,354,2023-10-01
山吹町,2512,1751,1907,2023-10-01
改代町,368,292,287,2023-10-01
水道町,702,480,471,2023-10-01
早稲田鶴巻町,3279,2344,2473,2023-10-01
住吉町,1716,1233,1301,2023-10-01
市谷台町,842,644,633,2023-10-01
河田町,1227,1090,1049,2023-10-01
若松町,3167,2436,2776,2023-10-01
余丁町,2415,1856,1960,2023-10-01
戸山１丁目,1392,1116,1177,2023-10-01
戸山２丁目,3130,1838,2891,2023-10-01
戸山３丁目,602,504,537,2023-10-01
富久町,3907,3371,3284,2023-10-01
百人町１丁目,1840,1380,885,2023-10-01
百人町２丁目,2089,1534,1256,2023-10-01
百人町３丁目,2313,2282,2501,2023-10-01
百人町４丁目,1531,972,1328,2023-10-01
大久保１丁目,1841,1305,1014,2023-10-01
大久保２丁目,3747,2793,2444,2023-10-01
大久保３丁目,2124,1996,2099,2023-10-01
戸塚町１丁目,106,78,79,2023-10-01
西早稲田１丁目,2999,2256,2416,2023-10-01
西早稲田２丁目,3207,2558,2432,2023-10-01
西早稲田３丁目,3299,2890,2850,2023-10-01
高田馬場１丁目,2392,1921,1786,2023-10-01
高田馬場２丁目,1097,880,706,2023-10-01
高田馬場３丁目,3326,2525,2224,2023-10-01
高田馬場４丁目,3368,2756,2547,2023-10-01
下落合１丁目,1397,961,970,2023-10-01
下落合２丁目,1867,1623,1707,2023-10-01
下落合３丁目,2482,1916,2400,2023-10-01
下落合４丁目,2343,1949,2088,2023-10-01
中落合１丁目,2198,1649,1693,2023-10-01
中落合２丁目,2661,2264,2410,2023-10-01
中落合３丁目,2295,1875,2079,2023-10-01
中落合４丁目,1592,1423,1398,2023-10-01
上落合１丁目,3060,2457,2432,2023-10-01
上落合２丁目,2984,2252,2178,2023-10-01
上落合３丁目,2992,2224,2072,2023-10-01
西落合１丁目,2801,2149,2264,2023-10-01
西落合２丁目,2415,2002,2003,2023-10-01
西落合３丁目,1825,1426,1594,2023-10-01
西落合４丁目,1314,1064,1182,2023-10-01
中井１丁目,1188,884,726,2023-10-01
中井２丁目,1626,1498,1547,2023-10-01
北新宿１丁目,4161,3045,2583,2023-10-01
北新宿２丁目,3008,2535,2235,2023-10-01
北新宿３丁目,3718,2832,2588,2023-10-01
北新宿４丁目,3573,2611,2510,2023-10-01
西新宿１丁目,28,23,22,2023-10-01
西新宿２丁目,1,1,4,2023-10-01
西新宿３丁目,1468,991,923,2023-10-01
西新宿４丁目,4656,3446,3086,2023-10-01
西新宿５丁目,2596,2016,1779,2023-10-01
西新宿６丁目,2152,1699,1456,2023-10-01
西新宿７丁目,1542,1184,853,2023-10-01
西新宿８丁目,2035,1471,1356,2023-10-01
四谷１丁目,269,229,285,2023-09-01
四谷２丁目,254,194,217,2023-09-01
四谷３丁目,267,177,205,2023-09-01
四谷４丁目,2119,1680,1585,2023-09-01
四谷本塩町,330,252,235,2023-09-01
四谷三栄町,1046,902,966,2023-09-01
四谷坂町,1581,1231,1157,2023-09-01
若葉１丁目,1357,1213,1223,2023-09-01
若葉２丁目,455,409,407,2023-09-01
若葉３丁目,578,471,435,2023-09-01
須賀町,771,652,647,2023-09-01
左門町,1026,701,864,2023-09-01
信濃町,524,376,475,2023-09-01
南元町,1333,1100,1301,2023-09-01
荒木町,1644,1195,1191,2023-09-01
舟町,1012,669,737,2023-09-01
愛住町,869,656,661,2023-09-01
大京町,2328,1719,2022,2023-09-01
霞ヶ丘町,0,0,0,2023-09-01
内藤町,651,561,655,2023-09-01
片町,307,221,194,2023-09-01
新宿１丁目,2851,2007,1767,2023-09-01
新宿２丁目,790,601,452,2023-09-01
新宿３丁目,73,65,31,2023-09-01
新宿４丁目,177,137,94,2023-09-01
新宿５丁目,2023,1381,1085,2023-09-01
新宿６丁目,2811,2028,1694,2023-09-01
新宿７丁目,3698,2874,2703,2023-09-01
歌舞伎町１丁目,137,105,47,2023-09-01
歌舞伎町２丁目,1575,1257,523,2023-09-01
市谷田町１丁目,14,8,15,2023-09-01
市谷田町２丁目,323,250,330,2023-09-01
市谷田町３丁目,188,154,169,2023-09-01
市谷本村町,1679,1439,1055,2023-09-01
市谷砂土原町１丁目,101,91,107,2023-09-01
市谷砂土原町２丁目,251,188,243,2023-09-01
市谷砂土原町３丁目,424,412,446,2023-09-01
市谷左内町,260,224,255,2023-09-01
市谷加賀町１丁目,242,305,342,2023-09-01
市谷加賀町２丁目,945,712,979,2023-09-01
市谷甲良町,447,356,434,2023-09-01
市谷船河原町,70,81,81,2023-09-01
市谷長延寺町,68,25,68,2023-09-01
市谷鷹匠町,36,23,33,2023-09-01
市谷山伏町,315,263,297,2023-09-01
市谷八幡町,65,55,61,2023-09-01
神楽坂１丁目,11,12,14,2023-09-01
神楽坂２丁目,116,78,108,2023-09-01
神楽坂３丁目,263,205,183,2023-09-01
神楽坂４丁目,94,83,99,2023-09-01
神楽坂５丁目,357,295,361,2023-09-01
神楽坂６丁目,499,342,413,2023-09-01
細工町,260,217,207,2023-09-01
二十騎町,382,276,341,2023-09-01
揚場町,61,49,56,2023-09-01
津久戸町,57,42,40,2023-09-01
東五軒町,1228,1045,1179,2023-09-01
西五軒町,969,795,848,2023-09-01
赤城元町,248,209,230,2023-09-01
南榎町,673,659,707,2023-09-01
袋町,412,383,389,2023-09-01
払方町,503,442,494,2023-09-01
南町,388,413,436,2023-09-01
北町,516,447,524,2023-09-01
納戸町,574,524,589,2023-09-01
南山伏町,420,334,355,2023-09-01
北山伏町,359,228,308,2023-09-01
白銀町,751,604,761,2023-09-01
下宮比町,180,100,135,2023-09-01
矢来町,2377,1988,2223,2023-09-01
若宮町,506,438,460,2023-09-01
岩戸町,413,273,334,2023-09-01
中町,248,246,231,2023-09-01
箪笥町,434,281,345,2023-09-01
横寺町,599,460,474,2023-09-01
筑土八幡町,585,427,516,2023-09-01
新小川町,2105,1679,1632,2023-09-01
神楽河岸,0,0,0,2023-09-01
市谷薬王寺町,2063,1497,1645,2023-09-01
市谷柳町,918,593,721,2023-09-01
市谷仲之町,1290,1043,1217,2023-09-01
赤城下町,826,641,614,2023-09-01
天神町,657,487,519,2023-09-01
榎町,464,324,325,2023-09-01
東榎町,247,162,165,2023-09-01
早稲田町,761,508,604,2023-09-01
早稲田南町,406,326,363,2023-09-01
馬場下町,302,231,229,2023-09-01
原町１丁目,816,665,729,2023-09-01
原町２丁目,659,588,585,2023-09-01
原町３丁目,1158,879,1011,2023-09-01
喜久井町,1063,912,904,2023-09-01
築地町,313,242,291,2023-09-01
弁天町,1939,1565,1699,2023-09-01
中里町,349,321,353,2023-09-01
山吹町,2515,1749,1914,2023-09-01
改代町,371,295,287,2023-09-01
水道町,696,477,471,2023-09-01
早稲田鶴巻町,3275,2342,2474,2023-09-01
住吉町,1713,1238,1298,2023-09-01
市谷台町,842,641,640,2023-09-01
河田町,1235,1099,1052,2023-09-01
若松町,3172,2434,2784,2023-09-01
余丁町,2413,1854,1956,2023-09-01
戸山１丁目,1397,1120,1179,2023-09-01
戸山２丁目,3139,1840,2900,2023-09-01
戸山３丁目,599,503,537,2023-09-01
富久町,3885,3362,3276,2023-09-01
百人町１丁目,1844,1378,891,2023-09-01
百人町２丁目,2095,1544,1258,2023-09-01
百人町３丁目,2311,2277,2508,2023-09-01
百人町４丁目,1522,967,1326,2023-09-01
大久保１丁目,1846,1303,1025,2023-09-01
大久保２丁目,3735,2790,2444,2023-09-01
大久保３丁目,2124,1992,2097,2023-09-01
戸塚町１丁目,108,78,81,2023-09-01
西早稲田１丁目,2990,2246,2422,2023-09-01
西早稲田２丁目,3200,2556,2425,2023-09-01
西早稲田３丁目,3304,2902,2850,2023-09-01
高田馬場１丁目,2383,1915,1786,2023-09-01
高田馬場２丁目,1109,886,717,2023-09-01
高田馬場３丁目,3343,2530,2240,2023-09-01
高田馬場４丁目,3381,2764,2549,2023-09-01
下落合１丁目,1402,959,975,2023-09-01
下落合２丁目,1862,1623,1706,2023-09-01
下落合３丁目,2491,1928,2398,2023-09-01
下落合４丁目,2349,1957,2088,2023-09-01
中落合１丁目,2199,1654,1689,2023-09-01
中落合２丁目,2661,2268,2411,2023-09-01
中落合３丁目,2299,1876,2081,2023-09-01
中落合４丁目,1598,1427,1404,2023-09-01
上落合１丁目,3071,2467,2445,2023-09-01
上落合２丁目,2996,2262,2186,2023-09-01
上落合３丁目,2995,2233,2076,2023-09-01
西落合１丁目,2804,2152,2277,2023-09-01
西落合２丁目,2418,2003,2013,2023-09-01
西落合３丁目,1828,1429,1595,2023-09-01
西落合４丁目,1311,1058,1180,2023-09-01
中井１丁目,1185,876,727,2023-09-01
中井２丁目,1623,1500,1543,2023-09-01
北新宿１丁目,4162,3050,2582,2023-09-01
北新宿２丁目,3003,2527,2232,2023-09-01
北新宿３丁目,3733,2843,2609,2023-09-01
北新宿４丁目,3580,2622,2502,2023-09-01
西新宿１丁目,28,23,22,2023-09-01
西新宿２丁目,1,1,4,2023-09-01
西新宿３丁目,1475,991,930,2023-09-01
西新宿４丁目,4649,3429,3088,2023-09-01
西新宿５丁目,2584,2005,1771,2023-09-01
西新宿６丁目,2141,1694,1454,2023-09-01
西新宿７丁目,1540,1190,856,2023-09-01
西新宿８丁目,2034,1469,1358,2023-09-01
四谷１丁目,268,229,290,2023-08-01
四谷２丁目,256,193,221,2023-08-01
四谷３丁目,268,179,206,2023-08-01
四谷４丁目,2110,1669,1575,2023-08-01
四谷本塩町,326,250,235,2023-08-01
四谷三栄町,1048,902,969,2023-08-01
四谷坂町,1581,1237,1160,2023-08-01
若葉１丁目,1357,1212,1219,2023-08-01
若葉２丁目,456,410,412,2023-08-01
若葉３丁目,587,475,439,2023-08-01
須賀町,776,659,653,2023-08-01
左門町,1025,699,860,2023-08-01
信濃町,531,386,486,2023-08-01
南元町,1341,1104,1306,2023-08-01
荒木町,1645,1193,1197,2023-08-01
舟町,1014,672,738,2023-08-01
愛住町,865,656,660,2023-08-01
大京町,2334,1725,2028,2023-08-01
霞ヶ丘町,0,0,0,2023-08-01
内藤町,668,582,663,2023-08-01
片町,309,223,194,2023-08-01
新宿１丁目,2856,2009,1767,2023-08-01
新宿２丁目,793,601,458,2023-08-01
新宿３丁目,73,65,31,2023-08-01
新宿４丁目,173,135,91,2023-08-01
新宿５丁目,2037,1390,1093,2023-08-01
新宿６丁目,2789,2016,1690,2023-08-01
新宿７丁目,3694,2871,2708,2023-08-01
歌舞伎町１丁目,136,105,46,2023-08-01
歌舞伎町２丁目,1580,1257,527,2023-08-01
市谷田町１丁目,14,8,15,2023-08-01
市谷田町２丁目,323,249,330,2023-08-01
市谷田町３丁目,185,155,167,2023-08-01
市谷本村町,1696,1454,1064,2023-08-01
市谷砂土原町１丁目,101,92,107,2023-08-01
市谷砂土原町２丁目,251,188,241,2023-08-01
市谷砂土原町３丁目,421,413,445,2023-08-01
市谷左内町,259,225,249,2023-08-01
市谷加賀町１丁目,240,304,339,2023-08-01
市谷加賀町２丁目,947,712,981,2023-08-01
市谷甲良町,447,357,435,2023-08-01
市谷船河原町,69,81,80,2023-08-01
市谷長延寺町,70,26,69,2023-08-01
市谷鷹匠町,35,23,32,2023-08-01
市谷山伏町,308,260,292,2023-08-01
市谷八幡町,65,55,61,2023-08-01
神楽坂１丁目,11,12,14,2023-08-01
神楽坂２丁目,118,77,110,2023-08-01
神楽坂３丁目,267,208,181,2023-08-01
神楽坂４丁目,93,82,99,2023-08-01
神楽坂５丁目,357,293,360,2023-08-01
神楽坂６丁目,500,340,418,2023-08-01
細工町,261,216,208,2023-08-01
二十騎町,382,280,342,2023-08-01
揚場町,58,48,51,2023-08-01
津久戸町,58,42,41,2023-08-01
東五軒町,1226,1047,1178,2023-08-01
西五軒町,976,798,856,2023-08-01
赤城元町,247,206,226,2023-08-01
南榎町,676,662,707,2023-08-01
袋町,358,322,322,2023-08-01
払方町,506,447,495,2023-08-01
南町,389,417,435,2023-08-01
北町,521,453,527,2023-08-01
納戸町,557,504,577,2023-08-01
南山伏町,418,334,355,2023-08-01
北山伏町,360,228,309,2023-08-01
白銀町,750,603,764,2023-08-01
下宮比町,182,102,135,2023-08-01
矢来町,2393,2014,2245,2023-08-01
若宮町,505,441,458,2023-08-01
岩戸町,414,274,335,2023-08-01
中町,255,252,240,2023-08-01
箪笥町,437,285,346,2023-08-01
横寺町,605,465,477,2023-08-01
筑土八幡町,594,434,524,2023-08-01
新小川町,2110,1679,1633,2023-08-01
神楽河岸,0,0,0,2023-08-01
市谷薬王寺町,2055,1495,1627,2023-08-01
市谷柳町,918,593,721,2023-08-01
市谷仲之町,1290,1045,1218,2023-08-01
赤城下町,830,642,621,2023-08-01
天神町,657,489,517,2023-08-01
榎町,466,323,327,2023-08-01
東榎町,248,165,164,2023-08-01
早稲田町,759,509,599,2023-08-01
早稲田南町,402,325,360,2023-08-01
馬場下町,307,233,232,2023-08-01
原町１丁目,818,663,726,2023-08-01
原町２丁目,658,587,590,2023-08-01
原町３丁目,1151,875,1000,2023-08-01
喜久井町,1064,909,901,2023-08-01
築地町,316,242,297,2023-08-01
弁天町,1936,1560,1696,2023-08-01
中里町,350,321,356,2023-08-01
山吹町,2503,1735,1909,2023-08-01
改代町,374,298,287,2023-08-01
水道町,707,481,474,2023-08-01
早稲田鶴巻町,3298,2354,2484,2023-08-01
住吉町,1710,1232,1301,2023-08-01
市谷台町,832,634,637,2023-08-01
河田町,1241,1100,1048,2023-08-01
若松町,3176,2444,2786,2023-08-01
余丁町,2430,1863,1966,2023-08-01
戸山１丁目,1400,1121,1185,2023-08-01
戸山２丁目,3146,1847,2910,2023-08-01
戸山３丁目,596,498,531,2023-08-01
富久町,3898,3372,3282,2023-08-01
百人町１丁目,1823,1369,882,2023-08-01
百人町２丁目,2108,1551,1269,2023-08-01
百人町３丁目,2320,2282,2521,2023-08-01
百人町４丁目,1526,971,1331,2023-08-01
大久保１丁目,1847,1307,1022,2023-08-01
大久保２丁目,3757,2804,2464,2023-08-01
大久保３丁目,2118,1986,2087,2023-08-01
戸塚町１丁目,108,79,83,2023-08-01
西早稲田１丁目,2983,2248,2413,2023-08-01
西早稲田２丁目,3211,2566,2434,2023-08-01
西早稲田３丁目,3309,2904,2852,2023-08-01
高田馬場１丁目,2401,1937,1794,2023-08-01
高田馬場２丁目,1106,886,718,2023-08-01
高田馬場３丁目,3345,2526,2245,2023-08-01
高田馬場４丁目,3371,2759,2545,2023-08-01
下落合１丁目,1405,956,983,2023-08-01
下落合２丁目,1859,1620,1695,2023-08-01
下落合３丁目,2484,1923,2392,2023-08-01
下落合４丁目,2356,1965,2094,2023-08-01
中落合１丁目,2186,1652,1675,2023-08-01
中落合２丁目,2672,2277,2416,2023-08-01
中落合３丁目,2297,1875,2087,2023-08-01
中落合４丁目,1608,1429,1411,2023-08-01
上落合１丁目,3079,2459,2457,2023-08-01
上落合２丁目,3000,2253,2186,2023-08-01
上落合３丁目,2993,2240,2067,2023-08-01
西落合１丁目,2823,2155,2292,2023-08-01
西落合２丁目,2423,2009,2015,2023-08-01
西落合３丁目,1825,1427,1600,2023-08-01
西落合４丁目,1304,1057,1177,2023-08-01
中井１丁目,1193,879,730,2023-08-01
中井２丁目,1629,1502,1550,2023-08-01
北新宿１丁目,4167,3050,2585,2023-08-01
北新宿２丁目,3014,2539,2237,2023-08-01
北新宿３丁目,3725,2834,2597,2023-08-01
北新宿４丁目,3576,2616,2502,2023-08-01
西新宿１丁目,28,23,22,2023-08-01
西新宿２丁目,1,1,4,2023-08-01
西新宿３丁目,1488,1000,938,2023-08-01
西新宿４丁目,4647,3414,3100,2023-08-01
西新宿５丁目,2560,1983,1769,2023-08-01
西新宿６丁目,2154,1698,1469,2023-08-01
西新宿７丁目,1560,1201,864,2023-08-01
西新宿８丁目,2039,1471,1364,2023-08-01
四谷１丁目,265,227,288,2023-07-01
四谷２丁目,255,195,219,2023-07-01
四谷３丁目,268,180,205,2023-07-01
四谷４丁目,2092,1661,1564,2023-07-01
四谷本塩町,327,253,235,2023-07-01
